Type of wine,Name,Winery,Country,Region,Rating,NumberOfRatings,Year,Price,Rating Price Ratio,Rating category
Red,Saint-Émilion Grand Cru (Premier Grand Cru Classé) 2002,Château Valandraud,France,Saint-Émilion Grand Cru,4.4,103,2002,193.02,0.02279556522640141,Low
Red,Bramare Rebon Vineyard Malbec 2017,Viña Cobos,Argentina,Mendoza,4.6,103,2017,75.07,0.06127614226721727,Low
Red,Merlot Reserva 2008,Pizzato,Brazil,Vale dos Vinhedos,3.2,103,2008,15.9,0.20125786163522014,Low
Red,Brunello di Montalcino Pianrosso 2015,Ciacci Piccolomini d'Aragona,Italy,Brunello di Montalcino,4.4,103,2015,66.29,0.06637501885653944,Low
Red,François de Tournon Saint-Joseph 2016,Delas,France,Saint-Joseph,3.9,103,2016,29.15,0.13379073756432247,Low
Red,Estibals Minervois 2018,L'Ostal Cazes,France,Minervois,3.6,103,2018,10.99,0.3275705186533212,Medium
Red,Barbera - Garnacha 2017,Erasmo,Chile,Maule Valley,3.5,103,2017,12.62,0.277337559429477,Low
Red,Roi des Lézards 2014,Domaine Les Enfants Sauvages,France,Côtes Catalanes,3.9,103,2014,19.4,0.20103092783505155,Low
Red,One Point Five Cabernet Sauvignon 2016,Shafer,United States,Stags Leap District,4.5,1030,2016,120.01,0.03749687526039497,Low
Red,Barbaresco 2013,Gaja,Italy,Barbaresco,4.4,1030,2013,199.9,0.022011005502751375,Low
Red,Saint-Julien (Grand Cru Classé) 2006,Château Branaire-Ducru,France,Saint-Julien,3.9,1030,2006,59.54,0.06550218340611354,Low
Red,Médoc 2012,Château Potensac,France,Médoc,3.8,1033,2012,39.69,0.09574200050390527,Low
Red,Pieve Santa Restituta Brunello di Montalcino 2014,Gaja,Italy,Brunello di Montalcino,4.3,1035,2014,59.9,0.07178631051752922,Low
Red,Gran Maestro Primitivo di Manduria 2017,Maestro Italiano,Italy,Primitivo di Manduria,4.1,1036,2017,9.75,0.42051282051282046,Medium
Red,Saint-Julien (Grand Cru Classé) 2011,Château Léoville Barton,France,Saint-Julien,4.2,1037,2011,87.24,0.04814305364511692,Low
Red,Inferno (Aged in Whiskey Barrels - Limited Release) 2017,Apothic,United States,California,3.8,1037,2017,14.56,0.26098901098901095,Low
Red,Pessac-Léognan (Grand Cru Classé de Graves) 2007,Château Pape Clément,France,Pessac-Léognan,4.3,1037,2007,161.1,0.02669149596523898,Low
Red,Faithful Hound Red 2015,Mulderbosch,South Africa,Stellenbosch,4.0,1038,2015,14.9,0.2684563758389262,Low
Red,Serego Alighieri Vaio Armaron Amarone della Valpolicella Classico 2012,Masi,Italy,Amarone della Valpolicella,4.3,1039,2012,69.0,0.06231884057971014,Low
Red,Rosso di Montalcino 2018,Talenti,Italy,Rosso di Montalcino,3.7,104,2018,14.43,0.25641025641025644,Low
Red,Chianti 2017,Sammontana,Italy,Chianti,3.7,104,2017,8.9,0.4157303370786517,Medium
Red,Azul 2015,Guelbenzu,Spain,Ribera del Queiles,3.8,104,2015,6.99,0.5436337625178826,Medium
Red,Sanct Valentin Riserva Pinot Noir 2017,St. Michael-Eppan,Italy,Südtirol - Alto Adige,4.1,104,2017,33.2,0.12349397590361444,Low
Red,Mas Collet Barrica 2009,Capçanes,Spain,Montsant,3.5,104,2009,21.91,0.1597444089456869,Low
Red,Valpolicella Ripasso Classico Superiore 2016,Paolo Cottini,Italy,Valpolicella Ripasso Classico,4.0,104,2016,16.9,0.2366863905325444,Low
Red,Toscana Poggio Ai Merli 2016,Castellare,Italy,Toscana,4.3,104,2016,69.0,0.06231884057971014,Low
Red,Viña Aljibes Red Blend 2016,Finca Los Aljibes,Spain,Castilla,3.4,104,2016,8.2,0.41463414634146345,Medium
Red,Châteauneuf-du-Pape (La Crau) 2017,Domaine du Vieux Télégraphe,France,Châteauneuf-du-Pape,4.4,104,2017,79.95,0.05503439649781113,Low
Red,Châteauneuf-Du-Pape La Paillousse Terroir D'Exception Rouge 2015,Pierre Amadieu,France,Châteauneuf-du-Pape,4.0,104,2015,26.23,0.15249714067861228,Low
Red,Mencia 2015,Viña Costeira,Spain,Valdeorras,3.2,104,2015,8.28,0.38647342995169087,Medium
Red,Santenay Clos de Malte 2016,Louis Jadot,France,Santenay,4.1,104,2016,32.0,0.128125,Low
Red,Sudisfà Roero Riserva 2015,Negro Angelo,Italy,Roero,4.1,104,2015,29.9,0.13712374581939799,Low
Red,Léa Les Aspres Côtes du Roussillon Rouge 2012,Domaine Lafage,France,Côtes du Roussillon,4.0,104,2012,19.95,0.2005012531328321,Low
Red,Alleanza 2012,Castello di Gabbiano,Italy,Toscana,4.1,104,2012,26.95,0.15213358070500926,Low
Red,Valpolicella Ripasso Classico Superiore Solane 2015,Santi,Italy,Valpolicella Ripasso,3.7,1040,2015,14.75,0.25084745762711863,Low
Red,Crianza 2015,Bodegas José L. Ferrer,Spain,Binissalem-Mallorca,3.8,1040,2015,11.95,0.3179916317991632,Medium
Red,Courela Tinto 2016,Cortes de Cima,Portugal,Alentejano,3.6,1040,2016,5.65,0.6371681415929203,Excellent
Red,Barbera d'Alba Tre Vigne 2015,Vietti,Italy,Barbera d'Alba,3.8,1040,2015,19.5,0.19487179487179487,Low
Red,No Name 2014,Borgogno,Italy,Piemonte,4.0,1041,2014,34.32,0.11655011655011654,Low
Red,Rioja Bordón Reserva 2011,Franco-Espanolas,Spain,Rioja,3.8,1045,2011,10.85,0.35023041474654376,Medium
Red,Pian delle Vigne Brunello di Montalcino 2014,Antinori,Italy,Brunello di Montalcino,4.3,1046,2014,45.6,0.09429824561403508,Low
Red,Almiréz 2016,Teso La Monja,Spain,Toro,4.0,1046,2016,14.95,0.26755852842809363,Low
Red,Colheita Seleccionada Rouge 2010,Rapariga da Quinta,Portugal,Alentejano,3.2,1046,2010,11.7,0.27350427350427353,Low
Red,Ammasso Rosso Sicilia 2016,Barone Montalto,Italy,Sicilia,4.2,1047,2016,16.34,0.25703794369645044,Low
Red,Côtes du Rhône Nature Rouge 2016,Famille Perrin,France,Côtes-du-Rhône,3.6,1049,2016,10.45,0.3444976076555024,Medium
Red,Russian River Valley Zinfandel 2015,DeLoach,United States,Russian River Valley,3.5,105,2015,18.49,0.18929150892374258,Low
Red,Saint-Julien (Grand Cru Classé) 2016,Château Léoville Las Cases,France,Saint-Julien,4.6,105,2016,330.45,0.013920411559993948,Low
Red,Halkidiki Limnio - Merlot 2013,Tsantali,Greece,Chalkidiki,3.2,105,2013,12.49,0.2562049639711769,Low
Red,Pomerol 2015,Château l'Ecuyer,France,Pomerol,4.2,105,2015,43.16,0.0973123262279889,Low
Red,Toar Valpolicella Classico Superiore 2016,Masi,Italy,Valpolicella Classico,3.7,105,2016,15.6,0.2371794871794872,Low
Red,Arbòre Cannonau di Sardegna 2012,Gabbas,Italy,Cannonau di Sardegna,4.0,105,2012,21.9,0.18264840182648404,Low
Red,Ángeles de Amaren Tempranillo - Graciano 2015,Bodegas Amaren,Spain,Rioja,4.2,105,2015,15.95,0.2633228840125392,Low
Red,Barbera 2018,Serre dei Roveri,Italy,Piemonte,3.3,105,2018,6.15,0.5365853658536585,Medium
Red,Amarone della Valpolicella 2006,Zýmē,Italy,Amarone della Valpolicella,4.5,105,2006,96.9,0.04643962848297213,Low
Red,Castillo de Jumilla Monastrell - Tempranillo 2018,Bleda,Spain,Jumilla,3.5,105,2018,5.33,0.6566604127579737,Excellent
Red,Hommage Lirac 2016,Domaine Coudoulis,France,Lirac,3.9,105,2016,19.01,0.20515518148342976,Low
Red,Poggio d'Arna Toscana 2014,Tenuta di Sesta,Italy,Toscana,3.6,105,2014,12.9,0.27906976744186046,Low
Red,Vinya Le Havre Reserva Cabernet Sauvignon 2013,Jean Leon,Spain,Penedès,4.0,105,2013,25.75,0.1553398058252427,Low
Red,Brunello di Montalcino 2014,Tenute Silvio Nardi,Italy,Brunello di Montalcino,3.8,105,2014,32.75,0.11603053435114503,Low
Red,Sor Ugo Bolgheri Superiore 2017,Aia Vecchia,Italy,Bolgheri Superiore,4.3,105,2017,23.94,0.1796157059314954,Low
Red,Ses Nines Negre 2018,Tianna Negre,Spain,Binissalem-Mallorca,3.8,105,2018,11.25,0.3377777777777778,Medium
Red,Terrassen Zweigelt Blauer 2018,Domäne Wachau,Austria,Wachau,3.7,105,2018,9.95,0.3718592964824121,Medium
Red,Rosso di Montalcino 2018,Ciacci Piccolomini d'Aragona,Italy,Rosso di Montalcino,4.1,105,2018,16.47,0.24893746205221615,Low
Red,Riva Ranch Pinot Noir (Reliz Creek) 2017,Wente,United States,Arroyo Seco,3.9,105,2017,24.15,0.16149068322981366,Low
Red,Altos R Tempranillo 2017,Altos de Rioja,Spain,Rioja,3.4,105,2017,6.9,0.49275362318840576,Medium
Red,Amarone della Valpolicella Classico 2016,Zenato,Italy,Amarone della Valpolicella Classico,4.2,105,2016,43.61,0.09630818619582665,Low
Red,Potenti Toscana (Suvereto) 2015,Petra,Italy,Toscana,3.9,105,2015,39.58,0.09853461344113189,Low
Red,Trentatre 33 Rosso 2017,Rocca,Italy,Salento,3.6,105,2017,6.95,0.5179856115107914,Medium
Red,Pievasciata Rosso 2016,Vallepicciola,Italy,Toscana,4.1,105,2016,14.9,0.2751677852348993,Low
Red,Brunello di Montalcino 2013,Tenute Silvio Nardi,Italy,Brunello di Montalcino,3.9,1050,2013,35.5,0.10985915492957746,Low
Red,The Barossan Shiraz 2017,Peter Lehmann,Australia,Barossa Valley,3.8,1051,2017,16.48,0.23058252427184464,Low
Red,Nero d'Avola 2017,Colosi,Italy,Terre Siciliane,3.8,1055,2017,8.68,0.4377880184331797,Medium
Red,Bordeaux 2015,Jean-Pierre Moueix,France,Bordeaux,3.5,1056,2015,10.21,0.34280117531831533,Medium
Red,Cabernet Sauvignon 2018,Woodbridge by Robert Mondavi,United States,California,3.4,1056,2018,8.95,0.3798882681564246,Medium
Red,Tinto 2018,Porta 6,Portugal,Lisboa,3.7,1056,2018,9.12,0.40570175438596495,Medium
Red,Délicate N.V.,De Toren,South Africa,Stellenbosch,4.1,1056,2016,14.38,0.28511821974965224,Low
Red,Aglianico Rubrato 2014,Feudi di San Gregorio,Italy,Irpinia,3.5,1057,2014,10.95,0.31963470319634707,Medium
Red,Gran Verano Cabernet Sauvignon 2018,Apaltagua,Chile,Central Valley,3.4,1059,2018,6.95,0.48920863309352514,Medium
Red,Grand Estates Merlot 2015,Columbia Crest,United States,Columbia Valley,3.7,1059,2015,12.4,0.29838709677419356,Low
Red,Saint-Julien (Grand Cru Classé) 2017,Château Beychevelle,France,Saint-Julien,4.0,106,2017,86.76,0.04610419548178884,Low
Red,Copa Santa La Méjanelle 2015,Clavel,France,Languedoc,4.0,106,2015,17.9,0.223463687150838,Low
Red,Cantodoro 2016,Feudo Arancio,Italy,Sicilia,3.6,106,2016,8.5,0.4235294117647059,Medium
Red,Vitiano San Lorenzo 2014,Falesco,Italy,Castel San Lorenzo,3.9,106,2014,11.95,0.3263598326359833,Medium
Red,Disueri Nero d'Avola 2018,Cusumano,Italy,Sicilia,3.6,106,2018,7.7,0.4675324675324675,Medium
Red,Kirschgarten Spatburgunder GG 2013,Knipser,Germany,Pfalz,4.2,106,2013,39.95,0.10513141426783479,Low
Red,B 2017,Baden Numen,Spain,Ribera del Duero,3.8,106,2017,11.21,0.3389830508474576,Medium
Red,Pinot Noir 2017,Ottin - Viticulteur Encaveur,Italy,Valle d'Aosta,4.0,106,2017,22.5,0.17777777777777778,Low
Red,Protocolo Tinto 2018,Dominio de Eguren,Spain,Castilla,3.7,106,2018,5.95,0.6218487394957983,Excellent
Red,Rouge 2016,Bad Boy (Mauvais Garçon),France,Bordeaux,3.9,106,2016,16.9,0.23076923076923078,Low
Red,Côte de Nuits Villages Le Vaucrain 2016,Louis Jadot,France,Côte de Nuits Villages,4.0,106,2016,32.0,0.125,Low
Red,Vino Nobile di Montepulciano 2016,Talosa,Italy,Vino Nobile di Montepulciano,3.9,106,2016,17.79,0.21922428330522767,Low
Red,Yotuel Selección 2014,Gallego Zapatero,Spain,Ribera del Duero,3.6,106,2014,15.75,0.22857142857142856,Low
Red,Lanzaga Rioja 2014,Telmo Rodriguez,Spain,Rioja,3.8,106,2014,19.95,0.19047619047619047,Low
Red,Elysian Collection Merlot 2016,Bonterra,United States,California,3.8,106,2016,26.7,0.14232209737827714,Low
Red,La Tiare du Pape Châteauneuf-du-Pape Rouge 2015,Maison Bouachon,France,Châteauneuf-du-Pape,3.9,106,2015,45.0,0.08666666666666667,Low
Red,Spätburgunder Trocken 2015,Ökonomierat Rebholz,Germany,Pfalz,3.9,106,2015,21.4,0.18224299065420563,Low
Red,El Chocolatero Cariñena 2014,San Valero,Spain,Cariñena,3.2,106,2014,7.75,0.4129032258064516,Medium
Red,Hermitage La Chapelle Rouge 2016,Paul Jaboulet Aîné,France,Hermitage,4.3,106,2016,249.95,0.017203440688137627,Low
Red,Mas Oliveras Tempranillo 2018,Ramón Roqueta,Spain,Catalunya,3.2,106,2018,6.5,0.49230769230769234,Medium
Red,Pannobile 2015,Pittnauer,Austria,Burgenland,3.9,106,2015,22.13,0.17623136014460009,Low
Red,Tempus 2018,Stefano Accordini,Italy,Veneto,3.8,106,2018,10.42,0.36468330134357,Medium
Red,Le Clos des Fées (Hervé Bizeul) 2013,Domaine du Clos des Fées,France,Côtes du Roussillon,4.1,106,2013,52.53,0.07805063773082048,Low
Red,Tío Martín Crianza 2016,D. Mateos,Spain,Rioja,3.8,106,2016,15.69,0.24219247928616952,Low
Red,Vigna Del Mandorlo Dolcetto d'Alba 2017,Elvio Cogno,Italy,Dolcetto d'Alba,3.4,106,2017,11.5,0.2956521739130435,Low
Red,Barolo Bussia 2015,Prunotto,Italy,Barolo,4.1,106,2015,69.0,0.05942028985507246,Low
Red,Tinto 2015,Gran Familia,Spain,Rioja,3.5,106,2015,5.8,0.603448275862069,Excellent
Red,Finca Cuesta Clara Raro Reserva 2015,Campillo,Spain,Rioja,4.2,106,2015,39.99,0.10502625656414104,Low
Red,Fronsac 2005,Château la Vieille Cure,France,Fronsac,4.0,106,2005,39.95,0.10012515644555695,Low
Red,Ventoux 2016,Xavier Vignon,France,Ventoux,3.6,106,2016,8.2,0.4390243902439025,Medium
